Avg_players;Gain;Peak_Players;Date;Game_Name
7339.26;-799.45;12761;2018-06-01;Factorio
8138.71;-934.25;13754;2018-05-01;Factorio
9072.96;1559.43;16209;2018-04-01;Factorio
7513.53;-18.52;13163;2018-03-01;Factorio
7532.05;-939.7;13405;2018-02-01;Factorio
8471.75;829.22;15155;2018-01-01;Factorio
7642.52;810.18;14585;2017-12-01;Factorio
6832.35;-5.2;12246;2017-11-01;Factorio
6837.54;-259.84;11915;2017-10-01;Factorio
7097.38;127.53;13248;2017-09-01;Factorio
6969.85;583.37;11772;2017-08-01;Factorio
6386.48;-1017.83;10971;2017-07-01;Factorio
7404.32;-2960.23;14715;2017-06-01;Factorio
10364.55;3780.83;19831;2017-05-01;Factorio
6583.72;1165.4;20133;2017-04-01;Factorio
5418.31;-1023.02;10158;2017-03-01;Factorio
6441.33;727.35;11814;2017-02-01;Factorio
5713.98;1037.23;10774;2017-01-01;Factorio
4676.75;-23.87;7912;2016-12-01;Factorio
4700.62;287.98;8697;2016-11-01;Factorio
4412.64;60.37;8061;2016-10-01;Factorio
4352.27;287.38;8101;2016-09-01;Factorio
4064.89;-794.48;7247;2016-08-01;Factorio
4859.37;342.68;8183;2016-07-01;Factorio
4516.69;-1648.95;7404;2016-06-01;Factorio
6165.63;-2709.62;13006;2016-05-01;Factorio
8875.26;-130.18;15801;2016-04-01;Factorio
9005.43;6846.76;16170;2016-03-01;Factorio
2158.67;;11105;2016-02-01;Factorio
11981.34;-1747.76;20493;2021-09-01;Mount & Blade II: Bannerlord 
13729.1;252.81;22141;2021-08-01;Mount & Blade II: Bannerlord 
13476.29;2212.42;23145;2021-07-01;Mount & Blade II: Bannerlord 
11263.87;-1979.65;20797;2021-06-01;Mount & Blade II: Bannerlord 
13243.51;-730.51;22579;2021-05-01;Mount & Blade II: Bannerlord 
13974.02;575.52;23396;2021-04-01;Mount & Blade II: Bannerlord 
13398.5;1066.87;23902;2021-03-01;Mount & Blade II: Bannerlord 
12331.63;-1045.74;19507;2021-02-01;Mount & Blade II: Bannerlord 
13377.37;3543.27;20790;2021-01-01;Mount & Blade II: Bannerlord 
9834.1;32.3;17782;2020-12-01;Mount & Blade II: Bannerlord 
9801.8;-1076.29;15870;2020-11-01;Mount & Blade II: Bannerlord 
10878.09;-200.23;19883;2020-10-01;Mount & Blade II: Bannerlord 
11078.31;-623.54;18990;2020-09-01;Mount & Blade II: Bannerlord 
11701.85;-277.55;19173;2020-08-01;Mount & Blade II: Bannerlord 
11979.4;-2941.7;20337;2020-07-01;Mount & Blade II: Bannerlord 
14921.1;-16608.75;26040;2020-06-01;Mount & Blade II: Bannerlord 
31529.86;-81963.14;77878;2020-05-01;Mount & Blade II: Bannerlord 
113492.99;113492.74;248034;2020-04-01;Mount & Blade II: Bannerlord 
0.25;;6;2016-10-01;Mount & Blade II: Bannerlord 
11068.81;-2524.27;18529;2021-09-01;tModLoader
13593.08;1363.02;17246;2021-08-01;tModLoader
12230.06;-121.69;14981;2021-07-01;tModLoader
12351.75;827.13;16789;2021-06-01;tModLoader
11524.62;781.78;17199;2021-05-01;tModLoader
10742.85;-542.9;15859;2021-04-01;tModLoader
11285.74;-2440.14;16252;2021-03-01;tModLoader
13725.88;1869.59;18770;2021-02-01;tModLoader
11856.29;2628.09;17776;2021-01-01;tModLoader
9228.2;497.97;12807;2020-12-01;tModLoader
8730.23;1265.22;13341;2020-11-01;tModLoader
7465.01;-523.79;10971;2020-10-01;tModLoader
7988.8;-1536.76;11794;2020-09-01;tModLoader
9525.56;1235.58;11590;2020-08-01;tModLoader
8289.97;-2737.56;10029;2020-07-01;tModLoader
11027.53;-730.05;16042;2020-06-01;tModLoader
11757.59;;15991;2020-05-01;tModLoader
11514.1;;20325;2021-09-01;NBA 2k22
19383.82;5103.96;38111;2021-09-01;Bloons TD 6
14279.87;1225.43;24403;2021-08-01;Bloons TD 6
13054.44;3534.13;23204;2021-07-01;Bloons TD 6
9520.31;184.92;18181;2021-06-01;Bloons TD 6
9335.39;-4431.39;14745;2021-05-01;Bloons TD 6
13766.78;-5962.05;23885;2021-04-01;Bloons TD 6
19728.83;4115.0;53891;2021-03-01;Bloons TD 6
15613.83;-4252.97;30405;2021-02-01;Bloons TD 6
19866.81;7580.17;43590;2021-01-01;Bloons TD 6
12286.64;8201.58;32151;2020-12-01;Bloons TD 6
4085.06;397.69;12732;2020-11-01;Bloons TD 6
3687.36;-235.79;6071;2020-10-01;Bloons TD 6
3923.16;-741.54;7007;2020-09-01;Bloons TD 6
4664.7;-2635.32;7325;2020-08-01;Bloons TD 6
7300.02;3554.15;14882;2020-07-01;Bloons TD 6
3745.87;691.67;14024;2020-06-01;Bloons TD 6
3054.2;-531.96;5289;2020-05-01;Bloons TD 6
3586.16;-101.36;7243;2020-04-01;Bloons TD 6
3687.52;-1259.89;7442;2020-03-01;Bloons TD 6
4947.41;-1172.76;10185;2020-02-01;Bloons TD 6
6120.17;978.47;13997;2020-01-01;Bloons TD 6
5141.7;3496.25;13291;2019-12-01;Bloons TD 6
1645.44;333.04;5266;2019-11-01;Bloons TD 6
1312.41;219.12;2539;2019-10-01;Bloons TD 6
1093.29;24.94;2298;2019-09-01;Bloons TD 6
1068.35;-450.48;1770;2019-08-01;Bloons TD 6
1518.83;980.54;2906;2019-07-01;Bloons TD 6
538.29;-4.33;924;2019-06-01;Bloons TD 6
542.62;-134.15;905;2019-05-01;Bloons TD 6
676.76;99.71;1407;2019-04-01;Bloons TD 6
577.05;72.58;980;2019-03-01;Bloons TD 6
504.47;16.49;864;2019-02-01;Bloons TD 6
487.98;22.37;854;2019-01-01;Bloons TD 6
465.62;;688;2018-12-01;Bloons TD 6
16329.35;-398.91;26521;2021-09-01;Brawlhalla
16728.26;1551.56;28759;2021-08-01;Brawlhalla
15176.69;-802.77;26729;2021-07-01;Brawlhalla
15979.47;-1431.2;27237;2021-06-01;Brawlhalla
17410.66;-1690.7;28175;2021-05-01;Brawlhalla
19101.36;669.96;33311;2021-04-01;Brawlhalla
18431.4;1485.45;30790;2021-03-01;Brawlhalla
16945.96;913.3;34169;2021-02-01;Brawlhalla
16032.66;-391.86;28076;2021-01-01;Brawlhalla
16424.52;-1722.25;27963;2020-12-01;Brawlhalla
18146.77;1220.04;30784;2020-11-01;Brawlhalla
16926.73;-27.92;28295;2020-10-01;Brawlhalla
16954.65;-58.87;33740;2020-09-01;Brawlhalla
17013.52;737.43;26415;2020-08-01;Brawlhalla
16276.09;876.69;29804;2020-07-01;Brawlhalla
15399.4;-999.66;26402;2020-06-01;Brawlhalla
16399.06;-816.21;31828;2020-05-01;Brawlhalla
17215.27;2144.2;26948;2020-04-01;Brawlhalla
15071.08;4567.0;31055;2020-03-01;Brawlhalla
10504.08;56.02;19057;2020-02-01;Brawlhalla
10448.06;66.94;18649;2020-01-01;Brawlhalla
10381.12;2249.77;17583;2019-12-01;Brawlhalla
8131.35;503.39;15567;2019-11-01;Brawlhalla
7627.96;-171.83;15336;2019-10-01;Brawlhalla
7799.79;-100.55;15823;2019-09-01;Brawlhalla
7900.35;-369.41;13786;2019-08-01;Brawlhalla
8269.76;-545.64;13342;2019-07-01;Brawlhalla
8815.4;1438.0;15942;2019-06-01;Brawlhalla
7377.4;43.53;14173;2019-05-01;Brawlhalla
7333.87;210.44;14299;2019-04-01;Brawlhalla
7123.42;69.42;13737;2019-03-01;Brawlhalla
7054.0;-578.47;14013;2019-02-01;Brawlhalla
7632.47;-713.14;14116;2019-01-01;Brawlhalla
8345.61;202.51;16452;2018-12-01;Brawlhalla
8143.1;938.71;16364;2018-11-01;Brawlhalla
7204.39;-140.68;14693;2018-10-01;Brawlhalla
7345.07;190.35;13854;2018-09-01;Brawlhalla
7154.72;-151.61;12196;2018-08-01;Brawlhalla
7306.33;192.94;13066;2018-07-01;Brawlhalla
7113.39;777.57;11801;2018-06-01;Brawlhalla
6335.82;170.84;11735;2018-05-01;Brawlhalla
6164.98;-224.07;12133;2018-04-01;Brawlhalla
6389.06;159.6;12796;2018-03-01;Brawlhalla
6229.45;96.2;11688;2018-02-01;Brawlhalla
6133.25;-4.1;11694;2018-01-01;Brawlhalla
6137.35;605.39;11196;2017-12-01;Brawlhalla
5531.97;-230.36;11557;2017-11-01;Brawlhalla
5762.33;422.2;12675;2017-10-01;Brawlhalla
5340.12;266.14;10596;2017-09-01;Brawlhalla
5073.99;-528.43;9342;2017-08-01;Brawlhalla
5602.41;192.82;8777;2017-07-01;Brawlhalla
5409.59;117.99;9351;2017-06-01;Brawlhalla
5291.61;-510.69;11249;2017-05-01;Brawlhalla
5802.29;185.38;12215;2017-04-01;Brawlhalla
5616.91;-327.4;11253;2017-03-01;Brawlhalla
5944.31;341.03;12126;2017-02-01;Brawlhalla
5603.28;190.78;11357;2017-01-01;Brawlhalla
5412.49;514.38;10642;2016-12-01;Brawlhalla
4898.11;-32.41;10045;2016-11-01;Brawlhalla
4930.52;254.88;10217;2016-10-01;Brawlhalla
4675.64;-176.56;9399;2016-09-01;Brawlhalla
4852.2;-469.15;9244;2016-08-01;Brawlhalla
5321.35;22.94;8692;2016-07-01;Brawlhalla
5298.42;1217.2;10077;2016-06-01;Brawlhalla
4081.22;-497.16;8552;2016-05-01;Brawlhalla
4578.38;349.7;12781;2016-04-01;Brawlhalla
4228.68;-5.7;8588;2016-03-01;Brawlhalla
4234.38;-135.84;8657;2016-02-01;Brawlhalla
4370.22;717.48;10073;2016-01-01;Brawlhalla
3652.74;681.15;7296;2015-12-01;Brawlhalla
2971.59;2611.72;7389;2015-11-01;Brawlhalla
359.87;-22.53;793;2015-10-01;Brawlhalla
382.41;20.78;1391;2015-09-01;Brawlhalla
361.63;48.21;754;2015-08-01;Brawlhalla
313.42;127.48;1038;2015-07-01;Brawlhalla
185.93;6.99;436;2015-06-01;Brawlhalla
178.95;95.93;549;2015-05-01;Brawlhalla
83.02;-4.45;191;2015-04-01;Brawlhalla
87.48;-2.91;238;2015-03-01;Brawlhalla
90.39;33.13;253;2015-02-01;Brawlhalla
57.26;-1.19;211;2015-01-01;Brawlhalla
58.45;35.23;301;2014-12-01;Brawlhalla
23.22;22.73;119;2014-11-01;Brawlhalla
0.49;-0.17;6;2014-10-01;Brawlhalla
0.66;-0.08;15;2014-09-01;Brawlhalla
0.74;-0.13;13;2014-08-01;Brawlhalla
0.87;0.07;13;2014-07-01;Brawlhalla
0.8;-1.71;5;2014-06-01;Brawlhalla
2.51;2.24;20;2014-05-01;Brawlhalla
0.27;;13;2014-04-01;Brawlhalla
15274.2;-1079.31;26175;2021-09-01;VRChat
16353.51;1124.85;26106;2021-08-01;VRChat
15228.66;900.77;23746;2021-07-01;VRChat
14327.89;-335.35;23598;2021-06-01;VRChat
14663.24;-314.24;24149;2021-05-01;VRChat
14977.49;400.28;25744;2021-04-01;VRChat
14577.21;-85.68;25572;2021-03-01;VRChat
14662.89;-247.23;24673;2021-02-01;VRChat
14910.12;2166.03;26251;2021-01-01;VRChat
12744.08;898.45;20742;2020-12-01;VRChat
11845.63;1752.6;19368;2020-11-01;VRChat
10093.03;-279.4;17812;2020-10-01;VRChat
10372.42;-1069.6;16508;2020-09-01;VRChat
11442.02;328.31;17514;2020-08-01;VRChat
11113.71;-69.68;16634;2020-07-01;VRChat
11183.39;-592.8;15781;2020-06-01;VRChat
11776.19;47.21;17025;2020-05-01;VRChat
11728.97;2262.82;16404;2020-04-01;VRChat
9466.15;1486.45;14931;2020-03-01;VRChat
7979.7;6.76;12178;2020-02-01;VRChat
7972.94;626.35;14444;2020-01-01;VRChat
7346.6;468.04;11163;2019-12-01;VRChat
6878.56;-13.3;10701;2019-11-01;VRChat
6891.86;469.16;10521;2019-10-01;VRChat
6422.7;235.85;10514;2019-09-01;VRChat
6186.85;-322.31;8667;2019-08-01;VRChat
6509.16;595.56;28596;2019-07-01;VRChat
5913.6;157.04;8603;2019-06-01;VRChat
5756.57;-101.16;8726;2019-05-01;VRChat
5857.73;-517.29;9106;2019-04-01;VRChat
6375.02;-32.03;9969;2019-03-01;VRChat
6407.04;-778.17;9627;2019-02-01;VRChat
7185.21;1209.19;10908;2019-01-01;VRChat
5976.02;-166.37;9030;2018-12-01;VRChat
6142.4;-279.96;9068;2018-11-01;VRChat
6422.35;583.74;9370;2018-10-01;VRChat
5838.62;-129.82;8727;2018-09-01;VRChat
5968.44;6.37;8989;2018-08-01;VRChat
5962.07;193.59;7785;2018-07-01;VRChat
5768.48;390.86;7773;2018-06-01;VRChat
5377.61;271.07;7961;2018-05-01;VRChat
5106.54;-310.88;8089;2018-04-01;VRChat
5417.43;-791.58;9102;2018-03-01;VRChat
6209.01;-3014.34;10157;2018-02-01;VRChat
9223.35;7477.9;20212;2018-01-01;VRChat
1745.45;1444.23;6433;2017-12-01;VRChat
301.22;171.17;724;2017-11-01;VRChat
130.06;77.47;315;2017-10-01;VRChat
52.58;21.92;138;2017-09-01;VRChat
30.66;6.34;83;2017-08-01;VRChat
24.32;4.14;64;2017-07-01;VRChat
20.17;-0.97;55;2017-06-01;VRChat
21.14;-1.12;61;2017-05-01;VRChat
22.26;-4.25;54;2017-04-01;VRChat
26.5;-19.74;82;2017-03-01;VRChat
46.24;45.11;109;2017-02-01;VRChat
1.14;;8;2017-01-01;VRChat
10915.2;300.42;27277;2021-09-01;Fall Guys: Ultimate Knockout
10614.78;934.07;18976;2021-08-01;Fall Guys: Ultimate Knockout
9680.71;3079.14;18225;2021-07-01;Fall Guys: Ultimate Knockout
6601.58;-509.88;13775;2021-06-01;Fall Guys: Ultimate Knockout
7111.46;-1550.61;11886;2021-05-01;Fall Guys: Ultimate Knockout
8662.07;-538.48;16257;2021-04-01;Fall Guys: Ultimate Knockout
9200.54;163.59;23065;2021-03-01;Fall Guys: Ultimate Knockout
9036.95;-1908.26;16645;2021-02-01;Fall Guys: Ultimate Knockout
10945.21;-2424.56;20457;2021-01-01;Fall Guys: Ultimate Knockout
13369.77;576.97;28612;2020-12-01;Fall Guys: Ultimate Knockout
12792.8;-13645.66;22737;2020-11-01;Fall Guys: Ultimate Knockout
26438.47;-40461.01;83964;2020-10-01;Fall Guys: Ultimate Knockout
66899.48;-57579.87;150587;2020-09-01;Fall Guys: Ultimate Knockout
124479.35;;172026;2020-08-01;Fall Guys: Ultimate Knockout
12649.78;-266.44;25623;2021-09-01;Arma 3
12916.22;253.13;23447;2021-08-01;Arma 3
12663.09;-821.22;23244;2021-07-01;Arma 3
13484.32;-3549.89;26135;2021-06-01;Arma 3
17034.21;4000.79;37235;2021-05-01;Arma 3
13033.41;-982.19;27972;2021-04-01;Arma 3
14015.61;-920.91;30058;2021-03-01;Arma 3
14936.52;40.99;31637;2021-02-01;Arma 3
14895.53;1894.8;29006;2021-01-01;Arma 3
13000.72;-864.71;26626;2020-12-01;Arma 3
13865.44;338.22;27725;2020-11-01;Arma 3
13527.22;823.09;27524;2020-10-01;Arma 3
12704.13;-324.65;26059;2020-09-01;Arma 3
13028.78;-35.34;22575;2020-08-01;Arma 3
13064.12;-51.8;23272;2020-07-01;Arma 3
13115.92;-2881.63;25514;2020-06-01;Arma 3
15997.56;-4268.59;34175;2020-05-01;Arma 3
20266.15;5050.62;40307;2020-04-01;Arma 3
15215.53;1900.34;36117;2020-03-01;Arma 3
13315.19;-1388.23;26403;2020-02-01;Arma 3
14703.42;3120.55;31684;2020-01-01;Arma 3
11582.87;1022.05;22863;2019-12-01;Arma 3
10560.82;-761.46;22119;2019-11-01;Arma 3
11322.27;-546.4;23954;2019-10-01;Arma 3
11868.67;-1584.69;24676;2019-09-01;Arma 3
13453.36;-1811.67;25846;2019-08-01;Arma 3
15265.03;1040.24;27462;2019-07-01;Arma 3
14224.79;16.38;26030;2019-06-01;Arma 3
14208.4;499.03;28985;2019-05-01;Arma 3
13709.37;-526.79;27708;2019-04-01;Arma 3
14236.16;-1253.24;28270;2019-03-01;Arma 3
15489.4;249.04;32582;2019-02-01;Arma 3
15240.37;1686.08;29454;2019-01-01;Arma 3
13554.29;1000.99;26948;2018-12-01;Arma 3
12553.3;-791.6;26667;2018-11-01;Arma 3
13344.9;-747.35;26432;2018-10-01;Arma 3
14092.26;-1030.71;29690;2018-09-01;Arma 3
15122.97;-3261.56;27029;2018-08-01;Arma 3
18384.53;1814.22;31989;2018-07-01;Arma 3
16570.32;-482.94;31609;2018-06-01;Arma 3
17053.25;-752.32;34393;2018-05-01;Arma 3
17805.57;831.68;44337;2018-04-01;Arma 3
16973.89;-258.08;33378;2018-03-01;Arma 3
17231.97;-1322.61;33206;2018-02-01;Arma 3
18554.58;-701.06;37049;2018-01-01;Arma 3
19255.64;2731.78;38629;2017-12-01;Arma 3
16523.87;82.54;36994;2017-11-01;Arma 3
16441.33;-1546.48;32097;2017-10-01;Arma 3
17987.81;9.7;36019;2017-09-01;Arma 3
17978.11;-4142.35;32339;2017-08-01;Arma 3
22120.46;-33.73;43759;2017-07-01;Arma 3
22154.2;1441.53;46003;2017-06-01;Arma 3
20712.67;-2664.82;42285;2017-05-01;Arma 3
23377.49;1089.03;49352;2017-04-01;Arma 3
22288.46;-1250.62;46509;2017-03-01;Arma 3
23539.08;-3433.06;45279;2017-02-01;Arma 3
26972.14;4646.62;53102;2017-01-01;Arma 3
22325.52;2399.54;47649;2016-12-01;Arma 3
19925.98;-462.77;43745;2016-11-01;Arma 3
20388.75;243.54;41168;2016-10-01;Arma 3
20145.21;-2904.47;40858;2016-09-01;Arma 3
23049.68;-3565.37;41000;2016-08-01;Arma 3
26615.05;1329.89;46635;2016-07-01;Arma 3
25285.16;2431.22;46030;2016-06-01;Arma 3
22853.94;2561.51;56185;2016-05-01;Arma 3
20292.43;-1440.8;41127;2016-04-01;Arma 3
21733.23;-891.7;45506;2016-03-01;Arma 3
22624.93;65.49;48734;2016-02-01;Arma 3
22559.44;3797.34;43922;2016-01-01;Arma 3
18762.1;3306.94;38659;2015-12-01;Arma 3
15455.16;-2739.52;34353;2015-11-01;Arma 3
18194.68;1233.12;35323;2015-10-01;Arma 3
16961.56;-919.28;33954;2015-09-01;Arma 3
17880.84;1240.43;33455;2015-08-01;Arma 3
16640.41;892.56;29783;2015-07-01;Arma 3
15747.85;-2549.09;31440;2015-06-01;Arma 3
18296.94;-218.76;47553;2015-05-01;Arma 3
18515.7;136.11;44017;2015-04-01;Arma 3
18379.59;174.84;44092;2015-03-01;Arma 3
18204.75;-2108.03;37577;2015-02-01;Arma 3
20312.78;4248.87;44621;2015-01-01;Arma 3
16063.91;1212.58;36250;2014-12-01;Arma 3
14851.33;-102.05;34213;2014-11-01;Arma 3
14953.38;2638.91;48521;2014-10-01;Arma 3
12314.47;-1401.59;24971;2014-09-01;Arma 3
13716.06;-164.3;25334;2014-08-01;Arma 3
13880.36;925.89;26977;2014-07-01;Arma 3
12954.47;-2064.32;27777;2014-06-01;Arma 3
15018.79;2218.99;46089;2014-05-01;Arma 3
12799.79;1842.64;26302;2014-04-01;Arma 3
10957.15;2446.32;24278;2014-03-01;Arma 3
8510.84;2275.43;22331;2014-02-01;Arma 3
6235.41;1998.62;14464;2014-01-01;Arma 3
4236.78;154.45;9373;2013-12-01;Arma 3
4082.34;4.51;9270;2013-11-01;Arma 3
4077.82;-1539.54;8435;2013-10-01;Arma 3
5617.36;2320.68;16612;2013-09-01;Arma 3
3296.68;267.17;6657;2013-08-01;Arma 3
3029.51;-43.43;7311;2013-07-01;Arma 3
3072.94;1337.87;12108;2013-06-01;Arma 3
1735.06;-300.79;3496;2013-05-01;Arma 3
2035.86;-2710.11;4536;2013-04-01;Arma 3
4745.97;;13225;2013-03-01;Arma 3
9093.16;-800.28;14283;2021-09-01;Football Manager 2020
9893.44;129.64;15128;2021-08-01;Football Manager 2020
9763.79;-841.65;15214;2021-07-01;Football Manager 2020
10605.44;-1283.05;17073;2021-06-01;Football Manager 2020
11888.49;-482.28;19024;2021-05-01;Football Manager 2020
12370.77;-1154.45;20409;2021-04-01;Football Manager 2020
13525.22;-2389.03;21872;2021-03-01;Football Manager 2020
15914.25;-2217.86;26960;2021-02-01;Football Manager 2020
18132.1;-2346.22;29457;2021-01-01;Football Manager 2020
20478.32;-13416.46;34927;2020-12-01;Football Manager 2020
33894.78;-14091.87;70129;2020-11-01;Football Manager 2020
47986.65;-8247.39;84129;2020-10-01;Football Manager 2020
56234.04;-4018.58;87558;2020-09-01;Football Manager 2020
60252.62;1410.15;94464;2020-08-01;Football Manager 2020
58842.47;875.15;91382;2020-07-01;Football Manager 2020
57967.32;-11192.01;94063;2020-06-01;Football Manager 2020
69159.33;-12021.08;123114;2020-05-01;Football Manager 2020
81180.41;5158.15;146436;2020-04-01;Football Manager 2020
76022.26;28470.63;189230;2020-03-01;Football Manager 2020
47551.63;2299.63;82413;2020-02-01;Football Manager 2020
45252.0;3363.73;77827;2020-01-01;Football Manager 2020
41888.27;14921.97;75131;2019-12-01;Football Manager 2020
26966.3;;68053;2019-11-01;Football Manager 2020
7289.85;-244.49;14757;2021-09-01;World of Warships
7534.35;598.06;13522;2021-08-01;World of Warships
6936.28;-502.49;12355;2021-07-01;World of Warships
7438.77;-373.7;14732;2021-06-01;World of Warships
7812.48;819.36;14760;2021-05-01;World of Warships
6993.11;-281.1;13218;2021-04-01;World of Warships
7274.21;-4300.01;15662;2021-03-01;World of Warships
11574.22;3519.22;353413;2021-02-01;World of Warships
8055.0;693.87;14059;2021-01-01;World of Warships
7361.13;252.62;14254;2020-12-01;World of Warships
7108.52;-616.63;14343;2020-11-01;World of Warships
7725.14;-523.6;15604;2020-10-01;World of Warships
8248.75;-1124.47;15958;2020-09-01;World of Warships
9373.22;113.54;17432;2020-08-01;World of Warships
9259.68;345.92;18580;2020-07-01;World of Warships
8913.76;-754.11;17330;2020-06-01;World of Warships
9667.88;-861.15;17708;2020-05-01;World of Warships
10529.03;-122.76;22687;2020-04-01;World of Warships
10651.79;183.58;19402;2020-03-01;World of Warships
10468.21;3068.29;19807;2020-02-01;World of Warships
7399.93;490.77;13968;2020-01-01;World of Warships
6909.15;1481.74;14168;2019-12-01;World of Warships
5427.41;593.85;10845;2019-11-01;World of Warships
4833.57;55.33;9365;2019-10-01;World of Warships
4778.24;71.59;9496;2019-09-01;World of Warships
4706.65;170.61;8471;2019-08-01;World of Warships
4536.04;59.81;8628;2019-07-01;World of Warships
4476.23;-196.95;7744;2019-06-01;World of Warships
4673.17;483.61;9346;2019-05-01;World of Warships
4189.56;21.2;8385;2019-04-01;World of Warships
4168.37;-47.79;7582;2019-03-01;World of Warships
4216.15;17.64;8439;2019-02-01;World of Warships
4198.51;439.9;7074;2019-01-01;World of Warships
3758.6;680.47;7247;2018-12-01;World of Warships
3078.13;-157.97;5373;2018-11-01;World of Warships
3236.1;95.51;5710;2018-10-01;World of Warships
3140.58;125.01;5634;2018-09-01;World of Warships
3015.58;133.32;4831;2018-08-01;World of Warships
2882.25;-30.52;4679;2018-07-01;World of Warships
2912.77;481.99;5496;2018-06-01;World of Warships
2430.78;3.85;3896;2018-05-01;World of Warships
2426.93;-284.52;3877;2018-04-01;World of Warships
2711.44;-432.38;4310;2018-03-01;World of Warships
3143.82;-215.93;5209;2018-02-01;World of Warships
3359.75;277.1;6648;2018-01-01;World of Warships
3082.65;1198.64;5113;2017-12-01;World of Warships
1884.01;1882.81;6739;2017-11-01;World of Warships
1.2;;5;2017-10-01;World of Warships
14687.51;-4635.98;27338;2021-09-01;EA SPORTS FIFA 21
19323.49;-1908.31;30413;2021-08-01;EA SPORTS FIFA 21
21231.8;2317.9;38090;2021-07-01;EA SPORTS FIFA 21
18913.9;390.86;43733;2021-06-01;EA SPORTS FIFA 21
18523.04;5034.59;31434;2021-05-01;EA SPORTS FIFA 21
13488.45;-1570.5;28091;2021-04-01;EA SPORTS FIFA 21
15058.95;-2334.57;27999;2021-03-01;EA SPORTS FIFA 21
17393.51;-461.97;32819;2021-02-01;EA SPORTS FIFA 21
17855.48;1459.31;33040;2021-01-01;EA SPORTS FIFA 21
16396.18;3054.5;30568;2020-12-01;EA SPORTS FIFA 21
13341.67;329.84;27434;2020-11-01;EA SPORTS FIFA 21
13011.84;;23151;2020-10-01;EA SPORTS FIFA 21
9169.27;-1915.61;14879;2021-09-01;DARK SOULS III
11084.88;-3041.22;16708;2021-08-01;DARK SOULS III
14126.1;1720.84;23540;2021-07-01;DARK SOULS III
12405.26;2711.95;25058;2021-06-01;DARK SOULS III
9693.31;-1585.41;15766;2021-05-01;DARK SOULS III
11278.72;1589.09;19856;2021-04-01;DARK SOULS III
9689.63;-1296.32;15689;2021-03-01;DARK SOULS III
10985.95;-2365.4;16560;2021-02-01;DARK SOULS III
13351.35;372.36;21667;2021-01-01;DARK SOULS III
12978.99;3535.22;23091;2020-12-01;DARK SOULS III
9443.77;2366.35;23374;2020-11-01;DARK SOULS III
7077.42;-1258.38;11512;2020-10-01;DARK SOULS III
8335.79;-2099.78;13775;2020-09-01;DARK SOULS III
10435.57;-4053.39;17321;2020-08-01;DARK SOULS III
14488.96;2684.99;21513;2020-07-01;DARK SOULS III
11803.97;-3218.72;20761;2020-06-01;DARK SOULS III
15022.7;1196.03;24748;2020-05-01;DARK SOULS III
13826.66;5001.19;28185;2020-04-01;DARK SOULS III
8825.47;-893.78;13507;2020-03-01;DARK SOULS III
9719.25;241.01;15517;2020-02-01;DARK SOULS III
9478.24;1530.31;15257;2020-01-01;DARK SOULS III
7947.93;1944.73;14680;2019-12-01;DARK SOULS III
6003.21;677.02;11549;2019-11-01;DARK SOULS III
5326.19;-973.98;9830;2019-10-01;DARK SOULS III
6300.17;-24.4;12530;2019-09-01;DARK SOULS III
6324.57;-1806.25;9935;2019-08-01;DARK SOULS III
8130.82;113.21;13564;2019-07-01;DARK SOULS III
8017.61;616.3;15226;2019-06-01;DARK SOULS III
7401.31;792.12;15455;2019-05-01;DARK SOULS III
6609.19;-1554.52;12366;2019-04-01;DARK SOULS III
8163.72;-1609.58;15080;2019-03-01;DARK SOULS III
9773.3;-1230.71;16565;2019-02-01;DARK SOULS III
11004.0;2589.64;18626;2019-01-01;DARK SOULS III
8414.36;379.84;16580;2018-12-01;DARK SOULS III
8034.52;2814.48;15459;2018-11-01;DARK SOULS III
5220.04;238.51;10144;2018-10-01;DARK SOULS III
4981.52;-1911.32;8855;2018-09-01;DARK SOULS III
6892.85;-5083.92;13409;2018-08-01;DARK SOULS III
11976.77;2709.24;20843;2018-07-01;DARK SOULS III
9267.53;2079.26;19583;2018-06-01;DARK SOULS III
7188.27;-765.34;11945;2018-05-01;DARK SOULS III
7953.61;-2455.16;13018;2018-04-01;DARK SOULS III
10408.77;-2548.78;18911;2018-03-01;DARK SOULS III
12957.56;-788.1;20810;2018-02-01;DARK SOULS III
13745.66;4947.14;23569;2018-01-01;DARK SOULS III
8798.51;3670.23;21255;2017-12-01;DARK SOULS III
5128.28;-724.78;11223;2017-11-01;DARK SOULS III
5853.07;-803.52;11464;2017-10-01;DARK SOULS III
6656.59;108.02;13577;2017-09-01;DARK SOULS III
6548.57;-2942.72;10918;2017-08-01;DARK SOULS III
9491.29;1599.76;15962;2017-07-01;DARK SOULS III
7891.53;-2790.31;14443;2017-06-01;DARK SOULS III
10681.84;-7692.51;18489;2017-05-01;DARK SOULS III
18374.35;9009.68;34974;2017-04-01;DARK SOULS III
9364.67;2389.39;41728;2017-03-01;DARK SOULS III
6975.28;-1985.45;11060;2017-02-01;DARK SOULS III
8960.74;3082.07;14531;2017-01-01;DARK SOULS III
5878.67;-1409.2;12057;2016-12-01;DARK SOULS III
7287.87;-1960.48;14769;2016-11-01;DARK SOULS III
9248.35;3318.12;32421;2016-10-01;DARK SOULS III
5930.23;185.88;9644;2016-09-01;DARK SOULS III
5744.35;-1170.82;11349;2016-08-01;DARK SOULS III
